machine_type,operating_hours,temperature_c,vibration_mm_s,pressure_bar,days_since_maintenance,shift,environment,error_count_30d,energy_kw,failure_next_7_days
A,3860,71.02,3.0,6.49,204,manana,humedo,3,42.47,1
A,4969,77.65,4.24,6.37,99,noche,seco,3,46.03,0
A,7389,64.99,6.02,5.88,142,tarde,humedo,0,46.63,0
A,6956,62.65,4.75,6.13,19,tarde,polvoriento,3,49.22,0
C,6672,73.01,3.76,5.68,27,noche,polvoriento,1,61.0,0
B,7104,74.07,3.33,5.33,61,manana,humedo,0,36.15,0
B,673,64.3,2.47,6.62,123,noche,humedo,1,46.91,0
A,3802,61.25,2.84,5.87,105,tarde,polvoriento,2,43.66,0
A,2580,76.98,2.42,6.1,45,manana,humedo,0,48.63,0
B,11112,69.24,4.13,6.59,53,tarde,humedo,2,39.73,0
A,2294,64.74,5.8,6.51,45,noche,humedo,4,38.3,1
B,4782,72.84,3.42,6.43,74,tarde,seco,2,48.33,0
A,5436,69.21,4.96,4.81,41,manana,seco,2,47.42,0
C,5570,65.05,4.11,5.74,58,manana,seco,1,46.55,0
C,5642,86.11,6.14,7.28,36,tarde,humedo,0,40.14,0
B,3870,55.67,3.89,6.07,127,manana,seco,3,42.51,0
A,7223,67.41,4.23,6.13,97,tarde,polvoriento,3,42.45,1
B,8218,65.07,2.97,7.23,16,tarde,humedo,6,45.37,0
C,8554,78.12,4.81,6.08,242,tarde,seco,3,44.71,1
A,7367,69.66,2.91,5.38,99,tarde,polvoriento,5,33.27,0
A,5043,66.1,3.72,5.46,28,manana,humedo,3,47.65,0
A,5811,71.61,2.83,6.08,200,noche,seco,1,40.95,1
A,7024,66.38,4.27,5.65,238,manana,polvoriento,4,47.06,0
A,1260,60.54,4.99,,53,manana,seco,0,27.13,0
B,4821,59.79,4.23,6.33,196,noche,polvoriento,2,38.5,0
A,5978,78.52,3.27,6.75,150,noche,seco,3,48.88,0
B,8978,66.95,2.52,6.91,27,noche,polvoriento,2,41.51,0
B,5043,64.98,,6.2,44,tarde,seco,0,49.88,0
A,1897,54.72,5.41,6.55,38,noche,humedo,2,49.43,0
A,1483,74.96,2.84,6.17,82,manana,polvoriento,2,31.71,0
A,7501,59.76,3.8,6.1,120,noche,seco,2,43.86,0
C,5481,67.39,6.5,5.81,25,noche,seco,2,53.11,0
B,5452,84.36,4.56,6.54,185,tarde,seco,2,43.93,0
B,2437,71.56,4.89,4.67,169,manana,seco,0,50.61,0
B,4622,56.81,4.39,6.95,80,noche,seco,1,32.5,0
B,6732,63.12,3.12,7.18,25,manana,seco,4,34.89,0
A,4847,60.73,3.79,6.67,110,tarde,humedo,3,45.81,1
A,1950,64.29,5.78,5.34,95,noche,seco,1,46.26,0
A,7947,67.36,3.35,6.44,44,tarde,polvoriento,3,39.2,0
A,4326,60.13,4.66,6.7,100,tarde,seco,2,53.12,0
C,7335,74.57,4.2,,98,noche,seco,2,56.42,0
C,3984,58.41,5.07,6.59,245,tarde,seco,2,54.59,0
B,1208,58.61,1.85,5.79,120,noche,polvoriento,3,57.97,0
A,5876,63.2,4.96,6.38,152,manana,polvoriento,3,44.11,0
A,6061,65.55,3.92,6.38,86,noche,polvoriento,4,47.67,0
A,3007,68.71,3.07,6.12,59,noche,humedo,4,42.66,0
C,5391,68.09,3.59,6.5,99,manana,polvoriento,1,52.97,0
B,4657,70.41,4.44,6.27,79,tarde,polvoriento,1,58.48,0
B,3349,60.81,3.42,6.64,125,tarde,seco,0,60.59,0
A,4602,75.03,3.6,6.47,51,noche,polvoriento,2,39.73,0
B,5893,68.99,6.36,5.13,24,manana,humedo,3,43.6,0
A,7018,73.44,2.35,7.86,74,manana,seco,1,55.09,0
B,5982,74.58,4.46,4.84,243,tarde,polvoriento,0,28.49,0
A,7030,72.17,2.59,6.1,100,tarde,polvoriento,5,38.34,0
B,4171,58.45,4.71,5.3,19,tarde,seco,1,47.63,0
A,2545,65.37,4.75,6.7,92,noche,seco,1,47.4,0
B,4959,79.54,2.19,6.59,106,manana,seco,1,51.21,0
C,9119,74.75,4.44,6.08,101,manana,seco,1,42.9,0
B,4358,78.02,4.61,6.18,61,noche,seco,0,37.62,0
A,4912,68.17,3.66,5.94,90,noche,seco,3,52.36,0
B,6485,79.07,4.19,5.83,201,tarde,humedo,1,36.91,0
A,6461,67.12,5.07,7.03,69,tarde,seco,2,43.51,1
A,4133,75.96,3.58,5.73,106,manana,humedo,0,45.17,0
B,7199,66.84,5.33,7.33,133,tarde,seco,3,44.96,0
A,2170,71.11,3.35,6.7,43,manana,humedo,2,37.77,0
A,6591,61.93,3.98,6.61,44,tarde,seco,0,54.61,0
A,6869,74.74,4.1,6.89,132,manana,humedo,1,43.59,0
A,4769,66.67,4.39,7.26,89,manana,seco,1,48.63,0
C,6004,79.86,2.7,6.51,60,manana,seco,1,48.99,0
B,1557,69.66,1.81,6.25,40,manana,humedo,0,41.9,0
C,3553,67.42,4.77,6.81,30,manana,polvoriento,3,60.04,0
A,2469,61.93,4.34,6.4,67,tarde,humedo,3,55.71,0
A,7302,85.58,3.64,5.63,28,noche,humedo,1,55.98,0
B,5444,74.57,4.05,5.74,55,noche,seco,4,45.41,0
B,4267,70.91,3.64,6.44,55,tarde,humedo,1,37.01,0
A,7808,63.37,2.99,6.87,67,manana,humedo,2,42.39,0
A,7009,67.99,3.12,8.08,61,tarde,humedo,2,40.64,0
B,9674,81.97,3.65,5.93,72,manana,polvoriento,1,43.9,0
B,7675,60.72,3.54,7.14,40,noche,seco,1,41.11,0
B,6535,66.04,3.28,4.9,29,manana,polvoriento,1,44.37,1
C,9799,62.18,3.61,7.22,52,tarde,humedo,5,57.43,0
A,4956,71.72,3.59,6.17,73,manana,seco,4,48.94,0
A,6429,63.41,3.27,6.73,79,tarde,seco,2,46.02,0
B,4622,65.82,3.42,6.3,284,tarde,seco,2,53.02,0
A,6468,71.11,4.41,7.45,147,tarde,seco,4,58.57,0
C,4731,56.81,3.77,6.93,22,tarde,seco,1,60.75,0
B,5589,89.2,3.65,6.13,118,tarde,seco,1,45.08,0
C,4106,91.93,4.42,6.54,157,manana,seco,3,49.46,0
A,6728,59.15,6.21,6.79,80,noche,seco,4,49.76,0
A,4117,63.52,2.93,5.7,175,manana,seco,0,47.5,0
A,2803,70.24,3.73,6.51,64,manana,seco,1,34.72,0
B,4498,68.93,4.03,6.22,213,noche,seco,3,53.83,1
B,6483,62.91,4.55,6.13,78,manana,humedo,3,50.24,0
B,3848,55.41,3.89,6.03,126,manana,seco,3,42.52,0
C,6927,63.59,4.32,6.56,184,manana,seco,4,48.64,0
B,3858,71.15,1.65,6.52,25,tarde,humedo,1,36.14,0
C,10059,62.31,5.52,5.63,93,manana,seco,1,64.42,0
B,5059,70.81,3.99,5.56,97,noche,seco,3,46.66,0
A,5697,60.37,5.09,6.29,154,manana,seco,3,46.95,0
A,2176,67.0,3.54,,99,manana,seco,1,42.97,0
B,1326,79.93,4.47,6.26,120,noche,humedo,1,51.42,0
A,7862,57.05,3.1,7.02,53,noche,polvoriento,4,46.41,0
B,5619,69.4,3.95,5.51,56,noche,seco,2,41.82,0
C,1099,68.75,4.69,7.21,142,manana,humedo,0,57.7,0
C,7661,69.73,3.35,6.88,79,noche,seco,1,57.51,0
A,3243,58.69,3.85,6.2,17,tarde,seco,3,37.96,0
B,5786,73.34,5.49,5.46,16,tarde,seco,0,50.93,0
A,6406,58.46,4.8,6.94,67,tarde,humedo,4,53.77,0
A,8414,58.57,2.26,6.13,67,manana,seco,0,42.85,0
A,4166,68.72,2.77,5.09,69,manana,polvoriento,1,41.54,0
A,3979,62.01,2.45,6.29,87,tarde,polvoriento,2,34.25,0
A,4402,76.04,2.53,6.3,146,tarde,seco,1,39.02,0
A,4682,68.17,4.97,7.43,124,tarde,seco,3,34.17,0
B,4952,94.1,3.34,5.46,107,manana,seco,1,45.39,0
B,6758,75.8,7.0,5.92,21,tarde,humedo,3,41.37,0
A,7755,76.61,3.89,6.07,157,noche,humedo,1,43.79,0
C,4308,75.01,4.09,6.74,227,noche,humedo,0,42.89,0
A,4581,64.46,3.2,5.97,97,noche,seco,2,51.4,0
A,5167,67.72,3.39,6.08,190,tarde,seco,0,43.27,0
A,851,65.79,,,125,noche,seco,0,33.3,0
C,8187,69.42,3.72,5.23,69,noche,seco,3,56.81,0
C,973,71.01,3.44,6.0,75,tarde,seco,3,49.83,0
C,4562,72.38,4.76,5.32,124,tarde,seco,3,56.04,1
A,8457,64.4,4.29,6.03,52,tarde,seco,1,48.66,0
B,1543,78.96,4.19,6.18,151,noche,seco,1,50.23,0
B,2020,62.58,3.36,5.97,108,tarde,polvoriento,3,40.97,0
B,7472,73.79,3.57,7.31,26,manana,seco,4,55.42,0
C,4495,79.62,4.67,7.33,134,manana,seco,4,53.04,0
B,3796,56.3,2.39,4.71,60,tarde,,1,52.91,0
A,5222,64.97,3.38,6.73,94,tarde,seco,4,44.27,0
C,10216,73.98,6.01,6.53,49,noche,seco,0,49.87,0
B,8349,85.6,3.8,6.7,78,tarde,humedo,4,46.91,0
A,5281,61.37,3.14,6.43,101,tarde,polvoriento,4,35.41,1
C,2737,79.87,3.4,5.28,86,noche,humedo,2,38.59,0
C,6832,63.65,4.33,6.53,187,manana,seco,4,48.9,0
A,4863,74.39,4.55,4.99,76,tarde,humedo,1,51.01,0
A,3135,70.09,2.96,5.55,38,tarde,polvoriento,2,47.54,0
A,8327,65.72,5.66,8.47,37,noche,seco,2,40.03,0
A,2422,81.67,3.06,6.6,60,manana,seco,2,44.47,0
B,1896,59.76,3.19,7.17,33,noche,humedo,3,40.39,0
C,3378,71.96,3.58,7.07,159,manana,humedo,1,46.98,0
A,10111,59.99,4.81,5.65,50,tarde,seco,2,54.56,0
A,10246,61.78,3.99,5.52,68,manana,seco,1,44.24,0
B,4332,57.12,3.26,6.9,96,tarde,seco,1,51.93,0
A,5537,53.43,2.24,6.82,115,manana,polvoriento,2,33.1,0
A,4550,67.39,2.89,6.48,29,noche,humedo,2,48.55,0
A,3578,67.07,2.52,6.25,254,noche,seco,0,39.53,0
A,6019,81.84,4.06,7.34,87,tarde,humedo,1,51.6,0
A,6449,62.69,5.64,6.81,94,tarde,humedo,0,51.81,0
A,3727,54.8,4.07,6.3,58,manana,seco,2,47.99,0
C,4865,51.85,5.54,6.73,104,noche,seco,0,50.38,1
A,5319,71.45,4.23,6.63,72,manana,humedo,1,47.53,1
A,3481,48.14,3.25,4.96,91,tarde,seco,0,43.53,0
B,3973,61.85,2.85,6.47,52,noche,seco,2,41.68,0
C,4850,66.11,2.65,6.41,73,tarde,polvoriento,1,32.92,0
C,3648,64.37,5.4,6.81,45,manana,humedo,2,48.13,0
B,2681,69.03,3.64,6.17,206,tarde,seco,3,42.0,0
A,2408,70.08,4.32,6.12,27,tarde,polvoriento,0,55.83,0
A,9201,81.28,5.46,5.3,98,noche,seco,6,41.82,1
B,6411,71.65,5.06,5.37,99,manana,polvoriento,2,53.35,0
B,3659,69.97,3.83,5.99,99,noche,humedo,2,44.28,0
A,6363,62.69,5.58,6.81,92,tarde,humedo,0,51.94,0
A,5511,75.1,4.72,6.42,32,manana,seco,3,50.94,0
A,8009,56.41,4.64,5.6,39,manana,seco,3,44.08,1
B,6176,74.28,,6.47,168,manana,seco,4,64.44,0
C,7960,65.15,5.46,7.17,32,noche,humedo,2,56.21,0
B,7411,67.99,4.38,4.84,96,noche,seco,1,47.02,0
B,4001,56.56,4.38,5.72,61,noche,humedo,2,41.03,0
B,3659,57.49,4.77,5.87,57,manana,humedo,1,28.88,1
C,3514,69.94,3.96,5.8,141,tarde,seco,1,46.49,0
A,1254,60.43,5.01,,53,manana,seco,0,27.23,0
A,5226,64.96,3.38,6.77,94,tarde,seco,4,44.47,0
A,3663,72.54,3.46,6.46,161,noche,humedo,2,41.77,0
A,3244,53.98,4.71,5.77,23,manana,seco,2,48.53,0
A,7750,68.57,4.41,6.22,64,manana,seco,2,47.82,0
A,3461,75.24,2.29,6.87,81,tarde,humedo,1,43.93,0
B,5448,67.77,4.58,5.24,201,tarde,humedo,2,43.36,0
C,3308,72.04,3.62,7.04,160,manana,humedo,1,46.97,0
A,4227,67.82,2.64,6.42,38,noche,seco,1,54.56,0
B,4883,73.77,5.29,6.45,20,tarde,humedo,0,37.57,0
B,7828,80.56,4.32,6.06,85,tarde,seco,5,58.07,0
A,6251,79.25,3.76,8.69,47,noche,seco,1,43.51,0
C,5478,83.96,6.07,5.61,72,noche,humedo,2,44.96,1
A,4396,60.03,4.62,6.74,95,tarde,seco,2,53.69,0
A,6915,59.01,4.47,5.78,82,tarde,seco,2,36.6,0
C,7756,70.14,3.56,5.89,92,tarde,seco,5,51.4,0
A,9532,61.95,2.7,,54,manana,humedo,3,40.55,0
C,6787,67.36,5.49,6.49,216,noche,seco,4,50.77,1
A,4366,58.65,2.81,6.08,30,noche,seco,4,49.45,0
C,2901,71.78,3.23,9.23,41,noche,seco,3,57.2,0
B,2739,55.09,2.79,5.99,164,noche,seco,0,46.67,0
A,1393,66.21,4.2,6.5,70,tarde,humedo,1,42.45,0
A,8390,60.3,4.48,6.94,100,manana,seco,2,46.11,0
C,5581,92.04,5.37,6.31,67,manana,polvoriento,1,58.18,0
A,5696,63.73,4.22,5.71,63,tarde,seco,1,47.02,0
A,3824,63.41,2.58,,12,noche,seco,4,49.48,0
B,4090,77.3,5.33,6.52,59,manana,seco,0,49.28,0
B,6934,76.63,3.17,6.85,48,manana,seco,1,38.31,0
C,4892,67.92,4.32,6.86,70,tarde,polvoriento,3,58.03,0
C,5930,83.8,2.48,6.49,50,noche,humedo,5,51.95,0
C,6931,89.8,4.86,6.13,161,tarde,humedo,6,52.61,0
A,1856,75.79,3.11,6.0,76,noche,seco,2,49.18,0
B,7078,68.27,4.3,5.16,30,manana,humedo,3,40.28,1
C,4867,61.36,3.14,6.22,181,manana,polvoriento,1,47.69,0
A,7931,60.65,3.6,6.4,98,manana,polvoriento,0,47.63,0
A,2869,67.23,3.45,7.09,93,tarde,polvoriento,2,45.22,0
B,11125,77.3,4.9,5.13,53,tarde,polvoriento,2,42.7,0
B,8529,81.65,3.49,5.91,79,noche,humedo,1,58.36,0
B,7526,63.34,4.4,6.76,38,manana,polvoriento,1,42.55,0
B,6452,57.52,3.91,5.25,39,tarde,seco,2,38.54,0
B,5721,68.67,4.02,6.26,16,manana,seco,2,51.71,0
B,4047,80.25,,5.74,108,manana,,1,48.43,0
B,5994,61.67,5.06,7.1,166,manana,seco,0,46.25,0
A,4815,57.34,3.08,5.87,74,tarde,seco,1,41.64,0
B,7717,60.95,4.1,,27,tarde,polvoriento,3,49.67,0
A,8414,59.95,4.43,6.98,100,manana,seco,2,46.16,0
A,4235,81.27,3.7,7.31,60,tarde,humedo,2,32.42,0
B,5127,75.28,3.08,6.7,31,manana,,2,35.0,0
A,2272,64.34,5.73,6.51,42,noche,humedo,4,38.23,1
A,1949,69.25,2.24,8.09,69,tarde,seco,2,42.88,0
A,5468,51.86,3.83,5.83,129,tarde,seco,5,48.71,0
C,1868,85.77,5.78,6.17,150,tarde,seco,4,51.03,0
B,8340,76.38,3.84,5.48,61,tarde,seco,5,34.95,0
B,5202,65.08,4.28,6.24,60,manana,seco,0,59.93,0
C,8295,64.46,5.67,5.2,179,tarde,seco,0,56.21,0
B,8317,66.27,3.44,5.91,53,tarde,seco,1,47.69,0
A,3626,76.43,5.94,6.32,95,manana,seco,1,45.9,0
A,7017,56.73,3.85,5.37,20,noche,seco,4,44.33,0
C,6070,88.36,5.53,6.43,70,tarde,humedo,2,45.57,0
A,4277,62.44,1.39,7.38,58,tarde,seco,0,31.76,0
A,3144,61.16,3.06,7.15,130,tarde,seco,0,31.37,0
A,8544,56.68,4.38,6.1,102,tarde,polvoriento,0,49.69,1
A,6854,56.07,2.6,7.28,59,noche,polvoriento,2,37.27,0
A,6759,65.49,3.59,5.5,40,tarde,seco,3,37.86,0
B,3040,71.28,2.1,5.69,126,tarde,seco,2,37.49,0
A,2388,73.36,2.93,6.38,125,manana,humedo,1,45.67,0
C,3858,58.04,3.57,6.67,104,manana,seco,2,53.68,0
B,5596,81.08,2.19,6.56,48,manana,humedo,2,40.83,0
C,4483,64.75,5.25,7.17,108,noche,seco,1,50.13,0
C,4429,67.36,3.41,6.4,59,tarde,seco,1,46.41,0
A,2795,61.47,3.85,6.89,50,manana,seco,2,40.05,0
B,7170,62.68,1.75,6.5,44,tarde,seco,2,49.45,0
A,3811,49.56,2.76,5.91,29,manana,seco,3,32.18,0
A,3904,75.88,1.29,6.71,94,tarde,seco,1,50.86,0
A,4523,62.05,3.31,6.59,117,noche,polvoriento,4,54.36,0
A,8107,67.65,3.53,7.28,210,tarde,humedo,1,54.13,0
A,4531,62.14,3.35,6.64,118,noche,polvoriento,4,54.56,0
A,1975,63.04,3.34,6.67,153,manana,polvoriento,0,53.76,0
B,3626,55.58,3.85,5.04,81,manana,seco,2,43.94,0
A,6716,65.38,3.61,5.5,42,tarde,seco,3,37.58,0
A,6706,63.35,3.11,5.46,58,noche,seco,1,49.94,0
B,2282,68.8,3.83,5.73,92,noche,polvoriento,0,40.67,0
B,2936,65.83,3.55,6.12,38,manana,seco,4,48.91,0
A,3438,71.14,1.81,6.24,22,manana,humedo,2,34.68,0
A,5409,59.83,4.89,6.86,73,manana,seco,2,50.45,0
B,7712,70.58,4.21,6.52,25,noche,polvoriento,1,37.55,0
B,4552,65.11,3.53,6.54,156,noche,seco,5,53.51,0
A,2362,62.87,4.11,6.25,39,tarde,seco,3,53.77,0
A,329,65.15,3.67,7.54,130,tarde,humedo,2,35.53,0
A,11378,69.98,6.68,7.21,130,noche,seco,2,48.89,0
A,7338,63.66,4.35,7.12,66,manana,humedo,3,45.01,0
B,3403,62.42,5.67,6.21,94,noche,seco,1,36.67,0
C,7849,82.86,4.92,7.21,42,noche,humedo,0,56.7,0
C,4756,61.33,3.16,6.2,182,manana,polvoriento,1,48.01,0
A,222,58.19,3.46,5.65,26,manana,seco,1,49.99,0
C,7387,71.12,4.02,6.81,93,tarde,seco,3,34.52,0
A,4504,65.88,2.25,5.67,36,manana,seco,1,48.6,0
A,5626,67.88,4.85,6.83,49,noche,seco,1,54.83,0
B,2418,63.32,4.23,5.85,233,noche,polvoriento,0,52.39,0
B,3256,69.64,4.6,5.68,81,tarde,polvoriento,1,37.49,0
A,200,64.49,3.76,5.84,92,tarde,seco,1,36.21,0
B,6609,65.52,4.78,5.0,19,noche,polvoriento,2,44.61,0
A,5423,67.9,5.75,6.68,151,tarde,seco,3,37.78,0
C,4365,78.0,3.83,7.49,115,manana,seco,2,41.8,0
A,4681,73.05,3.63,,120,tarde,,1,36.33,0
B,6561,66.24,4.51,6.84,104,tarde,humedo,3,39.08,0
C,8171,69.3,3.7,5.23,70,noche,seco,3,56.56,0
B,4942,69.74,5.67,4.94,43,manana,humedo,3,36.99,0
A,224,74.75,4.93,6.23,143,manana,seco,1,47.54,0
A,7558,78.59,1.88,7.53,86,manana,humedo,8,35.14,1
A,5769,81.32,1.7,6.98,60,manana,polvoriento,6,35.12,0
A,1993,60.67,1.21,6.62,140,tarde,seco,0,49.23,0
C,7307,83.57,6.55,5.62,176,manana,seco,4,51.49,1
A,200,64.13,3.83,5.85,93,tarde,seco,1,36.39,0
A,6673,67.0,4.33,6.5,62,noche,humedo,3,43.24,0
C,8048,88.68,6.51,6.25,136,manana,seco,4,56.0,1
B,3949,47.34,3.7,5.36,72,noche,polvoriento,0,39.33,0
A,4162,75.31,4.07,6.97,181,manana,seco,0,56.03,0
A,2829,70.43,3.69,6.49,62,manana,seco,1,34.53,0
C,1025,71.34,3.4,6.04,73,tarde,seco,3,49.88,0
B,3659,86.22,2.36,4.82,9,tarde,humedo,3,45.77,0
B,2967,76.71,3.48,7.01,58,tarde,humedo,3,59.04,0
A,4850,62.37,2.48,6.79,36,noche,polvoriento,2,38.93,0
A,9227,81.38,5.47,5.27,94,noche,seco,6,41.75,1
B,7254,67.88,2.83,,100,manana,seco,1,30.24,0
A,6944,66.48,4.27,5.65,237,manana,polvoriento,4,47.42,0
A,5006,78.23,2.8,6.89,42,tarde,seco,3,36.97,0
B,8139,60.55,3.83,7.04,93,tarde,seco,4,34.63,1
C,2766,64.58,5.73,6.99,250,manana,seco,0,69.23,1
A,8135,59.8,3.95,6.05,25,tarde,humedo,2,53.36,0
A,8015,56.47,4.62,5.61,40,manana,seco,3,44.2,1
C,3542,64.46,5.34,6.78,46,manana,humedo,2,47.68,0
B,5550,61.1,4.48,5.76,107,noche,polvoriento,6,45.61,0
A,8109,56.99,4.44,6.07,68,manana,humedo,5,51.01,0
A,4931,68.02,3.7,6.76,111,manana,seco,3,30.15,0
C,7649,70.19,3.55,5.87,91,tarde,seco,5,51.42,0
B,11133,69.06,4.2,6.56,53,tarde,humedo,2,39.57,0
A,5825,81.52,1.74,6.97,60,manana,polvoriento,6,34.65,0
C,6699,58.67,5.03,5.3,54,noche,seco,2,57.83,0
B,2687,67.61,3.42,5.5,83,tarde,seco,0,52.1,0
B,5307,91.98,3.01,5.29,51,tarde,,1,47.2,0
A,4624,57.12,3.76,5.21,153,noche,seco,4,48.19,0
B,9381,67.85,2.0,6.8,46,tarde,seco,2,54.1,0
A,5885,74.81,3.01,6.93,73,manana,seco,5,56.51,0
A,10084,79.0,6.17,6.92,71,tarde,humedo,3,59.65,1
C,7488,71.7,5.21,6.16,100,manana,seco,0,47.52,0
A,6974,65.24,6.25,7.71,37,tarde,,3,42.52,0
C,7537,80.3,3.33,,110,noche,humedo,5,58.55,0
A,6586,67.56,5.06,7.07,70,tarde,seco,2,44.31,1
A,6664,60.95,3.76,7.19,158,manana,seco,2,41.21,0
B,4334,61.68,2.42,6.03,26,noche,humedo,2,44.39,0
C,7497,80.49,3.32,,113,noche,humedo,5,58.75,0
A,5276,59.67,5.16,6.35,44,noche,polvoriento,0,43.55,0
B,2964,73.42,5.6,6.99,74,tarde,humedo,3,47.67,1
A,5769,73.66,4.34,4.95,93,manana,seco,2,41.5,0
A,2540,70.28,4.31,6.1,25,tarde,polvoriento,0,55.84,0
B,5171,70.16,3.41,5.65,125,tarde,seco,3,48.73,0
A,6110,71.81,3.85,6.44,103,manana,polvoriento,1,48.55,1
B,4370,51.54,4.85,6.55,100,noche,polvoriento,3,32.37,1
B,7756,71.86,2.96,6.45,47,noche,seco,2,41.29,0
A,6019,78.65,3.3,6.75,149,noche,seco,3,48.39,0
A,4693,62.0,3.07,5.99,61,tarde,humedo,3,52.69,0
B,6573,55.9,3.15,5.11,51,manana,humedo,3,44.99,0
A,5524,73.04,4.59,7.06,69,tarde,seco,1,45.4,0
A,3448,77.39,4.85,5.71,113,manana,humedo,1,42.12,0
A,4852,74.57,,4.99,132,manana,polvoriento,1,41.88,0
A,8535,76.13,3.15,5.61,27,tarde,seco,4,49.35,0
C,3361,70.27,5.4,7.29,35,noche,humedo,3,45.48,1
A,7417,68.79,3.55,6.79,162,tarde,humedo,3,37.97,0
A,7134,68.89,4.52,5.53,158,tarde,humedo,2,44.3,1
A,3734,91.15,3.69,6.59,84,manana,polvoriento,2,64.51,0
A,5053,61.63,3.08,6.37,90,manana,humedo,2,42.33,0
C,6992,78.78,3.99,6.5,99,tarde,humedo,4,56.37,0
B,2796,72.24,3.86,5.62,122,tarde,seco,0,41.15,0
B,8130,53.06,4.65,5.46,57,noche,seco,1,33.7,0
B,6064,71.08,3.03,6.65,217,tarde,humedo,0,44.82,1
A,6582,63.99,3.59,6.81,17,tarde,seco,2,52.7,1
C,4333,68.89,5.69,5.82,80,noche,seco,1,50.37,0
B,6739,75.81,6.97,5.91,23,tarde,humedo,3,41.46,0
A,3223,62.99,4.07,5.81,50,manana,seco,1,51.62,0
A,5679,71.64,2.43,7.07,47,tarde,,2,48.51,0
A,4951,67.05,2.54,6.54,102,manana,polvoriento,1,55.44,0
A,4295,58.47,2.85,6.1,31,noche,seco,4,49.0,0
B,5358,81.42,5.06,6.33,68,manana,humedo,2,48.93,0
C,4815,66.07,2.65,6.43,74,tarde,polvoriento,1,33.31,0
B,5158,74.3,4.36,,123,tarde,seco,2,48.81,0
A,2898,69.77,3.45,4.98,44,noche,humedo,2,39.01,0
A,7682,74.14,4.49,6.41,43,manana,seco,1,47.87,0
B,5137,52.22,5.3,6.57,119,tarde,humedo,2,45.97,0
A,8996,67.57,2.4,5.92,150,noche,seco,5,48.28,0
A,7934,54.76,4.49,7.07,117,manana,humedo,4,44.65,0
B,200,62.19,4.32,5.63,31,manana,polvoriento,2,42.44,0
B,3409,69.77,1.42,7.15,71,manana,seco,1,39.23,0
A,5525,62.01,3.45,5.92,88,tarde,seco,4,45.69,0
B,2292,76.16,1.65,6.51,85,tarde,seco,3,39.22,0
C,5336,75.6,3.66,7.44,46,tarde,seco,2,54.87,0
C,3737,74.79,4.54,5.86,136,noche,humedo,4,49.94,0
B,1990,65.23,3.49,7.59,92,manana,seco,2,44.78,0
B,4486,84.98,2.24,7.69,32,tarde,seco,1,45.49,0
B,4372,69.51,5.48,5.5,78,tarde,humedo,2,53.3,0
A,1194,66.03,2.75,6.22,108,tarde,seco,0,53.97,0
C,4943,85.53,6.14,5.76,116,noche,seco,3,48.49,1
A,4632,72.21,3.18,5.28,116,manana,seco,1,42.12,0
C,4037,76.48,4.89,6.74,17,noche,humedo,3,53.68,0
B,4610,66.02,3.81,7.41,84,noche,seco,0,29.97,0
C,4767,77.19,3.99,5.01,25,manana,humedo,2,58.71,0
A,3973,72.77,3.58,7.25,56,noche,seco,2,47.45,0
B,8662,68.52,4.44,5.91,77,tarde,humedo,4,32.24,0
A,4150,78.16,2.87,6.95,137,manana,seco,1,38.88,0
A,6010,87.89,3.41,7.25,78,tarde,polvoriento,1,32.34,0
B,5853,69.82,2.5,4.93,63,noche,seco,2,46.38,0
A,3537,62.58,4.38,5.64,44,noche,seco,2,41.53,0
B,7008,67.13,5.85,6.14,53,tarde,seco,1,54.02,0
A,9001,67.29,2.42,5.96,150,noche,seco,5,48.55,0
B,4074,77.87,2.09,5.92,89,tarde,humedo,3,47.86,0
B,7041,69.65,2.25,6.38,69,tarde,seco,2,40.04,0
A,2794,61.91,3.89,6.9,48,manana,seco,2,39.85,0
C,4223,66.92,4.33,6.52,36,tarde,seco,2,55.27,1
A,7019,71.92,2.59,6.1,99,tarde,polvoriento,5,38.08,0
A,4619,61.51,3.9,6.29,87,tarde,seco,1,45.11,0
B,4683,69.17,4.08,5.61,121,noche,humedo,1,49.9,0
A,959,77.24,2.81,7.24,183,manana,seco,3,32.65,0
C,6324,71.09,3.89,7.21,89,noche,seco,1,53.01,0
A,5739,73.58,4.34,4.97,96,manana,seco,2,41.6,0
A,7667,64.99,3.08,5.94,23,tarde,seco,2,36.29,0
C,6321,64.04,5.0,5.36,24,tarde,humedo,3,52.24,0
A,9943,66.27,4.06,6.48,150,noche,humedo,2,61.79,0
A,8328,65.82,5.67,8.52,38,noche,seco,2,40.35,0
A,5010,54.77,3.91,7.27,164,tarde,humedo,0,46.01,0
C,4739,56.12,3.75,6.9,20,tarde,seco,1,61.06,0
A,5907,73.71,4.5,5.55,99,tarde,seco,4,42.2,0
B,9057,66.7,2.51,6.93,28,noche,polvoriento,2,41.71,0
B,4318,75.87,2.4,5.33,162,manana,seco,0,45.28,1
B,3638,69.45,4.04,7.09,133,tarde,humedo,1,41.16,0
A,5063,72.55,3.03,8.14,39,noche,seco,3,35.15,0
A,7418,80.57,3.43,7.28,41,tarde,seco,3,48.63,0
B,9423,64.03,4.27,5.81,101,tarde,seco,2,48.02,0
A,8330,58.33,2.26,6.1,67,manana,seco,0,42.69,0
C,2937,83.65,4.3,6.56,46,noche,humedo,4,52.57,0
A,6059,78.79,3.31,6.72,148,noche,seco,3,47.91,0
